item	label
http://www.wikidata.org/entity/Q2188329	Upton House, Warwickshire
http://www.wikidata.org/entity/Q5001321	Buscot Park
http://www.wikidata.org/entity/Q1969012	Palau Sa'dabad
http://www.wikidata.org/entity/Q1968661	Museu Narodowe, Gdańsk
http://www.wikidata.org/entity/Q2748017	Temple Newsam
http://www.wikidata.org/entity/Q28739330	ATZ Entwicklungszentrum, Bibliothek
http://www.wikidata.org/entity/Q5015765	Cabot's Pueblo Museum
http://www.wikidata.org/entity/Q1319192	Museu Nacional d'Art de Romania
http://www.wikidata.org/entity/Q35991284	Harry F. Byrd, Sr. Visitor Center
http://www.wikidata.org/entity/Q35985530	Dickey Ridge Visitor Center
http://www.wikidata.org/entity/Q52485436	Biblioteca del MACBA
http://www.wikidata.org/entity/Q36363000	Lindsay Warren Visitor Center
http://www.wikidata.org/entity/Q51003063	Biblioteca Mercè Rodoreda
http://www.wikidata.org/entity/Q42800691	DAHR
http://www.wikidata.org/entity/Q51002577	Biblioteca Salvador Raurich
http://www.wikidata.org/entity/Q51003561	Biblioteca Pere Blasi
http://www.wikidata.org/entity/Q41390561	Hutzlerhaus
http://www.wikidata.org/entity/Q43051358	Le Toboggan
http://www.wikidata.org/entity/Q27901	Arxiu musical d'Alemanya
http://www.wikidata.org/entity/Q51003386	Biblioteca Octavi Viader i Margarit
http://www.wikidata.org/entity/Q39934978	ETH Zurich University Archives
http://www.wikidata.org/entity/Q54782544	Biblioteca i Arxius del Museu de Belles Arts del Canadà
http://www.wikidata.org/entity/Q731635	Mount Vernon
http://www.wikidata.org/entity/Q5754024	Casa-Museo Tomás Morales
http://www.wikidata.org/entity/Q564578	Frogmore House
http://www.wikidata.org/entity/Q636746	MiQua. LVR-Jüdisches Museum im Archäologischen Quartier Köln
http://www.wikidata.org/entity/Q441079	Althorp
http://www.wikidata.org/entity/Q475394	Antikensammlung Berlin
http://www.wikidata.org/entity/Q549696	Museu de Palència
http://www.wikidata.org/entity/Q4798437	Arxius Nacionals d'Islàndia
http://www.wikidata.org/entity/Q9698061	Casa Colombo
http://www.wikidata.org/entity/Q5481014	Casa-Museo Antonio Padrón
http://www.wikidata.org/entity/Q5755628	Casa museu de Blas Infante
http://www.wikidata.org/entity/Q2860553	Arxiu Nacional de Finlàndia
http://www.wikidata.org/entity/Q55285533	Sala de Lectura de Can Deu
http://www.wikidata.org/entity/Q55286151	Biblioteca Miquel Carreras
http://www.wikidata.org/entity/Q55418565	Biblioteca dels Jutjats de Sabadell
http://www.wikidata.org/entity/Q55286099	Biblioteca dels Safareigs
http://www.wikidata.org/entity/Q55418584	Biblioteca Judicial de Barcelona (Comarques)
http://www.wikidata.org/entity/Q55286185	Biblioteca pública de Gràcia
http://www.wikidata.org/entity/Q55286439	Biblioteca del Sud
http://www.wikidata.org/entity/Q55286488	Biblioteca de La Serra
http://www.wikidata.org/entity/Q55418595	Biblioteca de la Cambra Oficial de Comerç i Indústria de Sabadell
http://www.wikidata.org/entity/Q55418642	Biblioteca del Gremi de Fabricants de Sabadell
http://www.wikidata.org/entity/Q55418693	Biblioteca Universitària de Sabadell
http://www.wikidata.org/entity/Q55418842	Biblioteca de l'Escola Superior de Disseny
http://www.wikidata.org/entity/Q55286004	Sala de Lectura de Can Rull
http://www.wikidata.org/entity/Q55418886	Biblioteca de l'Arxiu Històric de Sabadell
http://www.wikidata.org/entity/Q55285828	Biblioteca de Ponent
http://www.wikidata.org/entity/Q63241092	Biblioteca Bernard Lesfargues
http://www.wikidata.org/entity/Q1285144	Knole House
http://www.wikidata.org/entity/Q7088887	Olveston
http://www.wikidata.org/entity/Q2901310	biblioteca Saint-Sulpice
http://www.wikidata.org/entity/Q636861	Archäologisches Landesmuseum Baden-Württemberg
http://www.wikidata.org/entity/Q1443802	Hampton Court
http://www.wikidata.org/entity/Q17535638	Blickling Hall
http://www.wikidata.org/entity/Q509	Musèu galloroman de Fourvière
http://www.wikidata.org/entity/Q58810563	Biblioteca Bernat Lesfargues
http://www.wikidata.org/entity/Q1624722	Holkham Hall
http://www.wikidata.org/entity/Q39628	Bibliothèque et Archives nationales du Québec
http://www.wikidata.org/entity/Q66862818	Biblioteca de la Universitat de València
http://www.wikidata.org/entity/Q67130812	Biblioteca de la Universitat Pompeu Fabra
http://www.wikidata.org/entity/Q182542	Arxius Nacionals de França
http://www.wikidata.org/entity/Q4533056	Museu Etnològic d'Ankara
http://www.wikidata.org/entity/Q201787	Biblioteca Nacional de Suïssa
http://www.wikidata.org/entity/Q631808	Biblioteca Nacional d'Aruba
http://www.wikidata.org/entity/Q1063819	Biblioteca Nacional d'Hongria
http://www.wikidata.org/entity/Q390375	Biblioteca Nacional de Nova Zelanda
http://www.wikidata.org/entity/Q68473362	Texas White House
http://www.wikidata.org/entity/Q72372232	Museu Arqueològic de Valladolid
http://www.wikidata.org/entity/Q75731148	Convent de les Germanes de la Doctrina Cristiana
http://www.wikidata.org/entity/Q2890127	Museu de la Xocolata
http://www.wikidata.org/entity/Q4708602	Alaska Sports Hall of Fame
http://www.wikidata.org/entity/Q5020532	Saló de la Fama de Califòrnia
http://www.wikidata.org/entity/Q6064592	Iowa Sports Hall of Fame
http://www.wikidata.org/entity/Q19861659	Staffordshire and Stoke on Trent Archive Service
http://www.wikidata.org/entity/Q6879312	Mississippi Sports Hall of Fame
http://www.wikidata.org/entity/Q5547739	Georgia Sports Hall of Fame
http://www.wikidata.org/entity/Q4711825	Alberta Sports Hall of Fame and Museum
http://www.wikidata.org/entity/Q5148916	Colorado Sports Hall of Fame
http://www.wikidata.org/entity/Q5594100	Biblioteca pública provincial d'Andalusia
http://www.wikidata.org/entity/Q2901488	Biblioteca Nacional del Líban
http://www.wikidata.org/entity/Q2901478	Biblioteca Nacional del Regne del Marroc
http://www.wikidata.org/entity/Q11775274	Choco-Story Brus·seles
http://www.wikidata.org/entity/Q1087567	National Track and Field Hall of Fame
http://www.wikidata.org/entity/Q1635759	Biblioteca Nacional de Lituània
http://www.wikidata.org/entity/Q23956984	Museo del Pueblo Español
http://www.wikidata.org/entity/Q36167979	Museum of North Carolina Minerals
http://www.wikidata.org/entity/Q1330014	Panteó dels Esports Canadencs
http://www.wikidata.org/entity/Q1954349	Museu Etnològic de Muro
http://www.wikidata.org/entity/Q7164180	Pennsylvania Sports Hall of Fame
http://www.wikidata.org/entity/Q5020989	California Sports Hall of Fame
http://www.wikidata.org/entity/Q11990944	U.S. Ski and Snowboard Hall of Fame and Museum
http://www.wikidata.org/entity/Q7708011	Texas Sports Hall of Fame
http://www.wikidata.org/entity/Q4705325	Alabama Sports Hall of Fame
http://www.wikidata.org/entity/Q5253352	Delaware Sports Museum and Hall of Fame
http://www.wikidata.org/entity/Q953058	Biblioteca Nacional de Suècia
http://www.wikidata.org/entity/Q6750158	Manitoba Sports Hall of Fame and Museum
http://www.wikidata.org/entity/Q30188056	Museu Etnogràfic Municipal de Biar
http://www.wikidata.org/entity/Q572227	Saló Internacional de la Fama de Boxa
http://www.wikidata.org/entity/Q924551	Biblioteca Nacional de Noruega
http://www.wikidata.org/entity/Q13954816	New Zealand Sports Hall of Fame
http://www.wikidata.org/entity/Q18128982	Ontario Sports Hall of Fame
http://www.wikidata.org/entity/Q37347860	Gilbert H. Grosvenor Visitor Center
http://www.wikidata.org/entity/Q1710818	Arxius estatals de Slesvig-Holstein
http://www.wikidata.org/entity/Q857933	Passeig de la Fama de Canada
http://www.wikidata.org/entity/Q29641910	Vermont Sports Hall of Fame
http://www.wikidata.org/entity/Q691686	Institut d'Estudis Avançats Internacionals i Desenvolupament
http://www.wikidata.org/entity/Q28407439	Idaho Athletic Hall of Fame
http://www.wikidata.org/entity/Q28670340	Biblioteca Lazzerini
http://www.wikidata.org/entity/Q53476264	Biblioteca Central Tecla Sala
http://www.wikidata.org/entity/Q53476760	Biblioteca La Florida
http://www.wikidata.org/entity/Q10386094	USA Gymnastics Hall of Fame
http://www.wikidata.org/entity/Q41628143	North Carolina Sports Hall of Fame
http://www.wikidata.org/entity/Q28403716	Tennessee Sports Hall of Fame
http://www.wikidata.org/entity/Q41822070	Women's Collegiate Tennis Hall of Fame
http://www.wikidata.org/entity/Q53468818	Biblioteca la Bóbila
http://www.wikidata.org/entity/Q53476806	Biblioteca Plaça d’Europa
http://www.wikidata.org/entity/Q30680644	New Mexico Sports Hall of Fame
http://www.wikidata.org/entity/Q41655480	Oklahoma Sports Hall of Fame
http://www.wikidata.org/entity/Q53476322	Biblioteca Can Sumarro
http://www.wikidata.org/entity/Q43513542	South Dakota Sports Hall of Fame
http://www.wikidata.org/entity/Q63434036	Canyons of the Ancients Visitor Center and Museum
http://www.wikidata.org/entity/Q39072661	Museu Casa de la Moneda
http://www.wikidata.org/entity/Q53476871	Biblioteca Santa Eulàlia
http://www.wikidata.org/entity/Q63927840	Museu de la Romanització
http://www.wikidata.org/entity/Q65612115	Chapin Mesa Museum
http://www.wikidata.org/entity/Q136661	Zaanse Schans
http://www.wikidata.org/entity/Q174527	Santuari del Llibre
http://www.wikidata.org/entity/Q1610464	Hermann-Oberth-Raumfahrt-Museum
http://www.wikidata.org/entity/Q211262	Museu Calouste Gulbenkian
http://www.wikidata.org/entity/Q74136	Blaenavon Ironworks
http://www.wikidata.org/entity/Q75566	Musée des beaux-arts d'Arras
http://www.wikidata.org/entity/Q167314	castell de Dresden
http://www.wikidata.org/entity/Q27342	Hangar-7
http://www.wikidata.org/entity/Q59979864	Biblioteca Antonio Martín
http://www.wikidata.org/entity/Q57158384	Biblioteca Montserrat Roig (Martorelles)
http://www.wikidata.org/entity/Q53323	Iwajuku
http://www.wikidata.org/entity/Q5556	Musei civici di Treviso
http://www.wikidata.org/entity/Q451	Mundaneum
http://www.wikidata.org/entity/Q950	Musèu Schnütgen
http://www.wikidata.org/entity/Q58797400	Can Mulà
http://www.wikidata.org/entity/Q55396	Deutsches Sport & Olympia Museum
http://www.wikidata.org/entity/Q1662096	Industriemuseum Lauf
http://www.wikidata.org/entity/Q2263119	Carnegie Museums of Pittsburgh
http://www.wikidata.org/entity/Q260913	Museu Centraal
http://www.wikidata.org/entity/Q314082	Niedersächsisches Landesmuseum Hannover
http://www.wikidata.org/entity/Q1669062	Linnaeus Hammarby
http://www.wikidata.org/entity/Q1716823	Jüdisches Museum Franken
http://www.wikidata.org/entity/Q23212	Evoluon
http://www.wikidata.org/entity/Q22600	Museum SchPIRA
http://www.wikidata.org/entity/Q9485	Manécanterie
http://www.wikidata.org/entity/Q9495	Site historique maritime de la Pointe-au-Père
http://www.wikidata.org/entity/Q17454	Exploramer
http://www.wikidata.org/entity/Q22616	Feuerbachhaus
http://www.wikidata.org/entity/Q1820897	Museu d'Amsterdam
http://www.wikidata.org/entity/Q1753496	Serra dos Órgãos
http://www.wikidata.org/entity/Q2987010	Museu Nòmada
http://www.wikidata.org/entity/Q1205697	Deutsches Hirtenmuseum
http://www.wikidata.org/entity/Q1216084	Casa Erasmus
http://www.wikidata.org/entity/Q2898082	Palau Grimani
http://www.wikidata.org/entity/Q2320278	Museum Haarlem
http://www.wikidata.org/entity/Q1154923	Observatori Universitari de Helsinki
http://www.wikidata.org/entity/Q1332706	Landesmuseum Württemberg
http://www.wikidata.org/entity/Q1903282	Martin von Wagner Museum
http://www.wikidata.org/entity/Q2362660	M-Museum Leuven
http://www.wikidata.org/entity/Q3225673	Le Plateau
http://www.wikidata.org/entity/Q2464610	Uniastate
http://www.wikidata.org/entity/Q2386852	1622
http://www.wikidata.org/entity/Q2432540	Museu Memling
http://www.wikidata.org/entity/Q1325723	Casa de Schiller
http://www.wikidata.org/entity/Q1954347	Museu Diocesà de Menorca
http://www.wikidata.org/entity/Q3182302	Museu de Gotland
http://www.wikidata.org/entity/Q499901	Wilhelm-Hack-Museum
http://www.wikidata.org/entity/Q1954705	Museum für historische Maybach-Fahrzeuge
http://www.wikidata.org/entity/Q1954840	Museumslandschaft Hessen Kassel
http://www.wikidata.org/entity/Q3329183	musée Grévin de La Rochelle
http://www.wikidata.org/entity/Q3280225	casa natal de Charles de Gaulle
http://www.wikidata.org/entity/Q1954470	Museum Lothar Fischer
http://www.wikidata.org/entity/Q1954627	Museum für historische Wehrtechnik
http://www.wikidata.org/entity/Q3046886	ÉbulliScience
http://www.wikidata.org/entity/Q1857046	Tèrra Amata
http://www.wikidata.org/entity/Q636562	Archäologiemuseum Oberfranken
http://www.wikidata.org/entity/Q3329624	Museu d'Art i d'Històric de Saint-Brieuc
http://www.wikidata.org/entity/Q2546445	Museu d'Austràlia Meridional
http://www.wikidata.org/entity/Q663764	Auschwitz II-Birkenau
http://www.wikidata.org/entity/Q3329787	Museu d'Història de França
http://www.wikidata.org/entity/Q2051997	Galeries Nacionals d'Escòcia
http://www.wikidata.org/entity/Q2098441	ARCAM
http://www.wikidata.org/entity/Q2072647	Centre national des arts plastiques
http://www.wikidata.org/entity/Q2098586	Museum De Lakenhal
http://www.wikidata.org/entity/Q3329487	Museu arqueològic nacional de Paestum
http://www.wikidata.org/entity/Q2021677	Hofje van Mevrouw van Aerden
http://www.wikidata.org/entity/Q670077	Reial Acadèmia de Belles Arts de Santa Elisabet d'Hongria
http://www.wikidata.org/entity/Q2533395	Vor- und frühgeschichtliches Museum Thalmässing
http://www.wikidata.org/entity/Q617635	Parc nacional Aparados da Serra
http://www.wikidata.org/entity/Q697719	Museu Arnulf Rainer
http://www.wikidata.org/entity/Q707407	Grünes Gewölbe
http://www.wikidata.org/entity/Q3329886	Musée de la Castre
http://www.wikidata.org/entity/Q788774	Museu de Teatre Gizi Bajor
http://www.wikidata.org/entity/Q3394488	Categoria:Museu de la Catedral de Santiago de Compostela
http://www.wikidata.org/entity/Q3868306	Museo cristiano e tesoro del duomo di Cividale del Friuli
http://www.wikidata.org/entity/Q4360916	Museum Gouda
http://www.wikidata.org/entity/Q824940	Mon Repos
http://www.wikidata.org/entity/Q3868108	Museu de la Sàtira i de la Caricatura
http://www.wikidata.org/entity/Q3330834	Museu egiptològic
http://www.wikidata.org/entity/Q3330754	Museu Oceanogràfic de Kaliningrad
http://www.wikidata.org/entity/Q5544010	George Rogers Clark National Historical Park
http://www.wikidata.org/entity/Q3895718	Parc paleontològic de Cene
http://www.wikidata.org/entity/Q3560239	El Museo Canario
http://www.wikidata.org/entity/Q4671361	Academy Hall
http://www.wikidata.org/entity/Q5561955	Museu d'Art Nouveau i Art Déco
http://www.wikidata.org/entity/Q6033131	museu d'Osca
http://www.wikidata.org/entity/Q3867520	Castell Sforza
http://www.wikidata.org/entity/Q4799733	Petersen House
http://www.wikidata.org/entity/Q3867551	Museu di Strada Nuova
http://www.wikidata.org/entity/Q799737	Baelo Claudia
http://www.wikidata.org/entity/Q6034532	Museo del pueblo
http://www.wikidata.org/entity/Q1032216	Canadian National Collection
http://www.wikidata.org/entity/Q6039096	Sırçalı Medrese
http://www.wikidata.org/entity/Q6034088	Museu de Lleó
http://www.wikidata.org/entity/Q6034124	Museo de Semana Santa
http://www.wikidata.org/entity/Q6033943	Museu de Belles Arts de Còrdova
http://www.wikidata.org/entity/Q1033769	Museu de Canterbury
http://www.wikidata.org/entity/Q3867752	Museo centrale del Risorgimento
http://www.wikidata.org/entity/Q5095087	Chi-Mei Museum
http://www.wikidata.org/entity/Q7131713	Panteó nacional Román Baldorioty de Castro
http://www.wikidata.org/entity/Q999439	Palau del príncep Lobkowitz
http://www.wikidata.org/entity/Q6082567	Mecma-ı Âsâr-ı Atika Müzesi
http://www.wikidata.org/entity/Q5046532	Hospici i Granja del comtat de Carroll
http://www.wikidata.org/entity/Q10333494	Museu Henrique e Francisco Franco
http://www.wikidata.org/entity/Q10333426	Museu Casa da Hera
http://www.wikidata.org/entity/Q10333430	Museu Casa de Benjamin Constant
http://www.wikidata.org/entity/Q6878725	missió Sant Joan Baptista
http://www.wikidata.org/entity/Q5453137	First Ladies National Historic Site
http://www.wikidata.org/entity/Q5402606	Centro Botín
http://www.wikidata.org/entity/Q10333645	Museu da Abolição
http://www.wikidata.org/entity/Q10333880	Museu do Açude
http://www.wikidata.org/entity/Q6534019	Galerie Leuchtenberg
http://www.wikidata.org/entity/Q10333802	Museu de Artes e Ofícios
http://www.wikidata.org/entity/Q10727870	Östergötlands länsmuseum
http://www.wikidata.org/entity/Q10333744	Museu d'Arqueologia d'Itaipu
http://www.wikidata.org/entity/Q10601378	Nivaagaard
http://www.wikidata.org/entity/Q10333894	Museu do Eclipse
http://www.wikidata.org/entity/Q12058090	SČUG Hollar
http://www.wikidata.org/entity/Q5406194	Museu del Calçat d'Elda
http://www.wikidata.org/entity/Q9064319	Poble Espanyol de Palma
http://www.wikidata.org/entity/Q14715853	Smith College Museum of Art
http://www.wikidata.org/entity/Q14839407	Musée Grévin Montreal
http://www.wikidata.org/entity/Q12013217	Museu Noordbrabants
http://www.wikidata.org/entity/Q19336058	Museu del Pessebre de Catalunya
http://www.wikidata.org/entity/Q17578639	Museu Llorenç Villalonga
http://www.wikidata.org/entity/Q17605261	Huis Bergh
http://www.wikidata.org/entity/Q15703374	Galerie Nová síň
http://www.wikidata.org/entity/Q18670440	Museo Civico di Bassano
http://www.wikidata.org/entity/Q17153751	Museu Nacional de les Cultures del Món
http://www.wikidata.org/entity/Q15735270	Muzeum gastronomie
http://www.wikidata.org/entity/Q17635455	Museu Calasancio dels Pares Escolapis
http://www.wikidata.org/entity/Q12257464	Museu d'Euskal Herria
http://www.wikidata.org/entity/Q12499637	Dewantara Kirti Griya
http://www.wikidata.org/entity/Q18844704	Museu Nord
http://www.wikidata.org/entity/Q20617340	Rupert Museum
http://www.wikidata.org/entity/Q18545068	Adornesdomein
http://www.wikidata.org/entity/Q21609273	ICER
http://www.wikidata.org/entity/Q24249987	Museo Romántico
http://www.wikidata.org/entity/Q24131367	Saalburgmuseum
http://www.wikidata.org/entity/Q23695813	Modelové království
http://www.wikidata.org/entity/Q18622940	Museu Històric Nacional
http://www.wikidata.org/entity/Q26214050	Řeznické muzeum Jana Pavlíčka
http://www.wikidata.org/entity/Q23315190	Imperial War Museums
http://www.wikidata.org/entity/Q47198799	Museo Regionale di Storia Naturale e mostra permanente del carretto siciliano
http://www.wikidata.org/entity/Q54908687	museu de la cervesa La Zaragozana
http://www.wikidata.org/entity/Q55237914	Museu Batalla de l'Ebre
http://www.wikidata.org/entity/Q2945112	Centre d'Història del Treball
http://www.wikidata.org/entity/Q28737434	Arxiu del Landtag de Saarland
http://www.wikidata.org/entity/Q265049	archINFORM
http://www.wikidata.org/entity/Q3565602	Walt Disney Archives
http://www.wikidata.org/entity/Q3656204	Tribunal Superior Electoral
http://www.wikidata.org/entity/Q2210067	Archief en Documentatiecentrum voor het Vlaams-nationalisme
http://www.wikidata.org/entity/Q38310696	Robert H. and Clarice Smith Gallery
http://www.wikidata.org/entity/Q2892902	Centre d'Informació d'Art Israelià
http://www.wikidata.org/entity/Q28734940	Arxiu del Teatre Alemany de Berlín
http://www.wikidata.org/entity/Q56641432	Instituto Butantan
http://www.wikidata.org/entity/Q43179428	Arxiu del Regne de Mallorca
http://www.wikidata.org/entity/Q40304752	Museum De Waag
http://www.wikidata.org/entity/Q52423090	Fundación Rodríguez-Acosta
http://www.wikidata.org/entity/Q63859207	Arxiu Reial i General de Navarra
http://www.wikidata.org/entity/Q48649605	Consorci Memorial dels Espais de la Batalla de l'Ebre
http://www.wikidata.org/entity/Q50621388	Muzeum piva v Praze
http://www.wikidata.org/entity/Q55675612	Museo del Bergamotto
http://www.wikidata.org/entity/Q36977405	Longmire Museum
http://www.wikidata.org/entity/Q54392919	OL Le Musée
http://www.wikidata.org/entity/Q36169996	Museu volcanològic
http://www.wikidata.org/entity/Q55821427	Museu Joan Cabré
http://www.wikidata.org/entity/Q61910894	Museu de la Colegiata de los Sagrados Corporales
http://www.wikidata.org/entity/Q55668993	Museu Etpison
http://www.wikidata.org/entity/Q56457879	Museu d'Art Sacre de Terol
http://www.wikidata.org/entity/Q64174074	Giant Forest Museum
http://www.wikidata.org/entity/Q59333578	Zoologisches Staatsinstitut und Zoologisches Museum
http://www.wikidata.org/entity/Q56692528	Arxiu Museu de Literatura Brasilera
http://www.wikidata.org/entity/Q58414150	Museu Constantin Caratheodori
http://www.wikidata.org/entity/Q68093742	Smokey Bear Museum
http://www.wikidata.org/entity/Q71124226	Museo Teresiano
http://www.wikidata.org/entity/Q806186	Banc Central del Brasil
http://www.wikidata.org/entity/Q1289222	Atria Institute on gender equality and women's history
http://www.wikidata.org/entity/Q10855166	Archiv výtvarného umění
http://www.wikidata.org/entity/Q280247	Universitat Federal Fluminense
http://www.wikidata.org/entity/Q974352	Munzinger-Archiv
http://www.wikidata.org/entity/Q8203682	Arxiu de Regne de Galícia
http://www.wikidata.org/entity/Q64006640	Smithsonian Online Virtual Archives
http://www.wikidata.org/entity/Q64153730	Archivio Datini
http://www.wikidata.org/entity/Q66604802	arxiu gremial
http://www.wikidata.org/entity/Q66717989	Arxiu del Consolat de Mar de Barcelona
http://www.wikidata.org/entity/Q67804560	Arxiu Nestor Vítor
http://www.wikidata.org/entity/Q67808015	Arxiu Lúcio de Mendonça
http://www.wikidata.org/entity/Q4689837	African Journals Online
http://www.wikidata.org/entity/Q17405606	Biblioteca Virtual de Premsa Històrica
http://www.wikidata.org/entity/Q50480977	Sint-Lukasarchief
http://www.wikidata.org/entity/Q12259621	Inguma
http://www.wikidata.org/entity/Q23952604	Arxiu Històric de Tetovo
http://www.wikidata.org/entity/Q24938493	Arxiu Històric Provincial d'Alacant
http://www.wikidata.org/entity/Q28404810	EMI Archive Trust
http://www.wikidata.org/entity/Q23952614	Arxiu Històric de Kumanovo
http://www.wikidata.org/entity/Q22083859	Arxiu Històric de Bitola
http://www.wikidata.org/entity/Q15627693	Wikilivres
http://www.wikidata.org/entity/Q28840600	Fondazione Musei Senesi
http://www.wikidata.org/entity/Q23952611	Arxiu Històric de Prilep
http://www.wikidata.org/entity/Q23952615	Arxiu Històric de Veles
http://www.wikidata.org/entity/Q28215927	Lombardia Beni Culturali
http://www.wikidata.org/entity/Q15044361	Biblioteca Gustav Landauer
http://www.wikidata.org/entity/Q23952612	Arxiu Històric d'Ohrid
http://www.wikidata.org/entity/Q18972133	Interference Archive
http://www.wikidata.org/entity/Q19152899	Arxius Històrics de la Unió Europea
http://www.wikidata.org/entity/Q42911660	Biblioteca Virtual Galega
http://www.wikidata.org/entity/Q23808380	Arxiu Històric de Štip
http://www.wikidata.org/entity/Q23952605	Arxiu Històric de Strumica
http://www.wikidata.org/entity/Q23952609	Arxiu Històric de Skopje
http://www.wikidata.org/entity/Q61500710	Biblioteca Digital de Castella-la Manxa
http://www.wikidata.org/entity/Q42889870	Digital Mechanism and Gear Library
http://www.wikidata.org/entity/Q60643992	Online Archive of California
http://www.wikidata.org/entity/Q51955019	Biblioteca Digital BEIC
http://www.wikidata.org/entity/Q58769639	Biblioteca del Museu Marítim de Barcelona
http://www.wikidata.org/entity/Q260102	Gottfried Keller-Stiftung
http://www.wikidata.org/entity/Q860570	Bildarchiv Foto Marburg
http://www.wikidata.org/entity/Q1474923	Winckelmann-Gesellschaft
http://www.wikidata.org/entity/Q464915	Societat Americana d'Història
http://www.wikidata.org/entity/Q860888	Bildindex
http://www.wikidata.org/entity/Q53952646	Thoresby Society
