order	rank	section	wd_q_id	lang
3	2	معارض	Q7335252	ar
0	1	تاريخ المكتبة	Q7233488	ar
0	2	التأسيس	Q7233488	ar
1	1	أهداف المكتبة	Q7233488	ar
1	2	المكتبة	Q7233488	ar
2	1	أقسامها	Q7233488	ar
2	2	الإفتتاح	Q7233488	ar
3	1	انظر ايضاً	Q7233488	ar
3	2	الخدمات	Q7233488	ar
4	1	الفن المعاصر	Q7233488	ar
4	2	المنشأت	Q7233488	ar
0	1	تاريخ المكتبة	Q7971387	ar
0	2	التأسيس	Q7971387	ar
1	1	أهداف المكتبة	Q7971387	ar
1	2	المكتبة	Q7971387	ar
2	1	أقسامها	Q7971387	ar
2	2	الإفتتاح	Q7971387	ar
3	1	انظر ايضاً	Q7971387	ar
3	2	الخدمات	Q7971387	ar
4	1	الفن المعاصر	Q7971387	ar
4	2	المنشأت	Q7971387	ar
0	1	موقعه	Q28226147	ar
0	2	التأسيس	Q28226147	ar
1	1	المجموعة	Q28226147	ar
1	2	العمارة	Q28226147	ar
2	1	أهداف المتحف	Q28226147	ar
2	2	الهندسة المعمارية	Q28226147	ar
3	1	مجموعات المتحف	Q28226147	ar
3	2	معارض	Q28226147	ar
0	1	موقعه	Q5572991	ar
0	2	التأسيس	Q5572991	ar
1	1	المجموعة	Q5572991	ar
1	2	العمارة	Q5572991	ar
2	1	أهداف المتحف	Q5572991	ar
2	2	الهندسة المعمارية	Q5572991	ar
3	1	مجموعات المتحف	Q5572991	ar
3	2	معارض	Q5572991	ar
0	1	موقعه	Q758657	ar
0	2	التأسيس	Q758657	ar
1	1	المجموعة	Q758657	ar
1	2	العمارة	Q758657	ar
2	1	أهداف المتحف	Q758657	ar
2	2	الهندسة المعمارية	Q758657	ar
3	1	مجموعات المتحف	Q758657	ar
3	2	معارض	Q758657	ar
0	1	موقعه	Q782783	ar
0	2	التأسيس	Q782783	ar
1	1	المجموعة	Q782783	ar
1	2	العمارة	Q782783	ar
2	1	أهداف المتحف	Q782783	ar
2	2	الهندسة المعمارية	Q782783	ar
3	1	مجموعات المتحف	Q782783	ar
3	2	معارض	Q782783	ar
0	1	موقعه	Q3348664	ar
0	2	التأسيس	Q3348664	ar
1	1	المجموعة	Q3348664	ar
1	2	العمارة	Q3348664	ar
2	1	أهداف المتحف	Q3348664	ar
2	2	الهندسة المعمارية	Q3348664	ar
3	1	مجموعات المتحف	Q3348664	ar
3	2	معارض	Q3348664	ar
0	1	موقعه	Q6352575	ar
0	2	التأسيس	Q6352575	ar
1	1	المجموعة	Q6352575	ar
1	2	العمارة	Q6352575	ar
2	1	أهداف المتحف	Q6352575	ar
2	2	الهندسة المعمارية	Q6352575	ar
3	1	مجموعات المتحف	Q6352575	ar
3	2	معارض	Q6352575	ar
0	1	موقعه	Q902624	ar
0	2	التأسيس	Q902624	ar
1	1	المجموعة	Q902624	ar
1	2	العمارة	Q902624	ar
2	1	أهداف المتحف	Q902624	ar
2	2	الهندسة المعمارية	Q902624	ar
3	1	مجموعات المتحف	Q902624	ar
3	2	معارض	Q902624	ar
0	1	موقعه	Q159483	ar
0	2	التأسيس	Q159483	ar
1	1	المجموعة	Q159483	ar
1	2	العمارة	Q159483	ar
2	1	أهداف المتحف	Q159483	ar
2	2	الهندسة المعمارية	Q159483	ar
3	1	مجموعات المتحف	Q159483	ar
3	2	معارض	Q159483	ar
0	1	تاريخ المكتبة	Q15275733	ar
0	2	التأسيس	Q15275733	ar
1	1	أهداف المكتبة	Q15275733	ar
1	2	المكتبة	Q15275733	ar
2	1	أقسامها	Q15275733	ar
2	2	الإفتتاح	Q15275733	ar
3	1	انظر ايضاً	Q15275733	ar
3	2	الخدمات	Q15275733	ar
4	1	الفن المعاصر	Q15275733	ar
4	2	المنشأت	Q15275733	ar
0	1	تاريخ المكتبة	Q10927199	ar
0	2	التأسيس	Q10927199	ar
1	1	أهداف المكتبة	Q10927199	ar
1	2	المكتبة	Q10927199	ar
2	1	أقسامها	Q10927199	ar
2	2	الإفتتاح	Q10927199	ar
3	1	انظر ايضاً	Q10927199	ar
3	2	الخدمات	Q10927199	ar
4	1	الفن المعاصر	Q10927199	ar
4	2	المنشأت	Q10927199	ar
0	1	تاريخ المكتبة	Q2777905	ar
0	2	التأسيس	Q2777905	ar
1	1	أهداف المكتبة	Q2777905	ar
1	2	المكتبة	Q2777905	ar
2	1	أقسامها	Q2777905	ar
2	2	الإفتتاح	Q2777905	ar
3	1	انظر ايضاً	Q2777905	ar
3	2	الخدمات	Q2777905	ar
4	1	الفن المعاصر	Q2777905	ar
4	2	المنشأت	Q2777905	ar
0	1	موقعه	Q7181635	ar
0	2	التأسيس	Q7181635	ar
1	1	المجموعة	Q7181635	ar
1	2	العمارة	Q7181635	ar
2	1	أهداف المتحف	Q7181635	ar
2	2	الهندسة المعمارية	Q7181635	ar
3	1	مجموعات المتحف	Q7181635	ar
3	2	معارض	Q7181635	ar
0	1	موقعه	Q18088607	ar
0	2	التأسيس	Q18088607	ar
1	1	المجموعة	Q18088607	ar
1	2	العمارة	Q18088607	ar
2	1	أهداف المتحف	Q18088607	ar
2	2	الهندسة المعمارية	Q18088607	ar
3	1	مجموعات المتحف	Q18088607	ar
3	2	معارض	Q18088607	ar
0	1	تاريخ المكتبة	Q2256277	ar
0	2	التأسيس	Q2256277	ar
1	1	أهداف المكتبة	Q2256277	ar
1	2	المكتبة	Q2256277	ar
2	1	أقسامها	Q2256277	ar
2	2	الإفتتاح	Q2256277	ar
3	1	انظر ايضاً	Q2256277	ar
3	2	الخدمات	Q2256277	ar
4	1	الفن المعاصر	Q2256277	ar
4	2	المنشأت	Q2256277	ar
0	1	تاريخ المكتبة	Q11284309	ar
0	2	التأسيس	Q11284309	ar
1	1	أهداف المكتبة	Q11284309	ar
1	2	المكتبة	Q11284309	ar
2	1	أقسامها	Q11284309	ar
2	2	الإفتتاح	Q11284309	ar
3	1	انظر ايضاً	Q11284309	ar
3	2	الخدمات	Q11284309	ar
4	1	الفن المعاصر	Q11284309	ar
4	2	المنشأت	Q11284309	ar
0	1	موقعه	Q30324366	ar
0	2	التأسيس	Q30324366	ar
1	1	المجموعة	Q30324366	ar
1	2	العمارة	Q30324366	ar
2	1	أهداف المتحف	Q30324366	ar
2	2	الهندسة المعمارية	Q30324366	ar
3	1	مجموعات المتحف	Q30324366	ar
3	2	معارض	Q30324366	ar
0	1	تاريخ المكتبة	Q57705758	ar
0	2	التأسيس	Q57705758	ar
1	1	أهداف المكتبة	Q57705758	ar
1	2	المكتبة	Q57705758	ar
2	1	أقسامها	Q57705758	ar
2	2	الإفتتاح	Q57705758	ar
3	1	انظر ايضاً	Q57705758	ar
3	2	الخدمات	Q57705758	ar
4	1	الفن المعاصر	Q57705758	ar
4	2	المنشأت	Q57705758	ar
0	1	تاريخ المكتبة	Q75848338	ar
0	2	التأسيس	Q75848338	ar
1	1	أهداف المكتبة	Q75848338	ar
1	2	المكتبة	Q75848338	ar
2	1	أقسامها	Q75848338	ar
2	2	الإفتتاح	Q75848338	ar
3	1	انظر ايضاً	Q75848338	ar
3	2	الخدمات	Q75848338	ar
4	1	الفن المعاصر	Q75848338	ar
4	2	المنشأت	Q75848338	ar
0	1	تاريخ المكتبة	Q867925	ar
0	2	التأسيس	Q867925	ar
1	1	أهداف المكتبة	Q867925	ar
1	2	المكتبة	Q867925	ar
2	1	أقسامها	Q867925	ar
2	2	الإفتتاح	Q867925	ar
3	1	انظر ايضاً	Q867925	ar
3	2	الخدمات	Q867925	ar
4	1	الفن المعاصر	Q867925	ar
4	2	المنشأت	Q867925	ar
0	1	تاريخ المكتبة	Q4785478	ar
0	2	التأسيس	Q4785478	ar
1	1	أهداف المكتبة	Q4785478	ar
1	2	المكتبة	Q4785478	ar
2	1	أقسامها	Q4785478	ar
2	2	الإفتتاح	Q4785478	ar
3	1	انظر ايضاً	Q4785478	ar
3	2	الخدمات	Q4785478	ar
4	1	الفن المعاصر	Q4785478	ar
4	2	المنشأت	Q4785478	ar
0	1	تاريخ المكتبة	Q3144107	ar
0	2	التأسيس	Q3144107	ar
1	1	أهداف المكتبة	Q3144107	ar
1	2	المكتبة	Q3144107	ar
2	1	أقسامها	Q3144107	ar
2	2	الإفتتاح	Q3144107	ar
3	1	انظر ايضاً	Q3144107	ar
3	2	الخدمات	Q3144107	ar
4	1	الفن المعاصر	Q3144107	ar
4	2	المنشأت	Q3144107	ar
0	1	تاريخ المكتبة	Q7550801	ar
0	2	التأسيس	Q7550801	ar
1	1	أهداف المكتبة	Q7550801	ar
1	2	المكتبة	Q7550801	ar
2	1	أقسامها	Q7550801	ar
2	2	الإفتتاح	Q7550801	ar
3	1	انظر ايضاً	Q7550801	ar
3	2	الخدمات	Q7550801	ar
4	1	الفن المعاصر	Q7550801	ar
4	2	المنشأت	Q7550801	ar
0	1	تاريخ المكتبة	Q22661177	ar
0	2	التأسيس	Q22661177	ar
1	1	أهداف المكتبة	Q22661177	ar
1	2	المكتبة	Q22661177	ar
2	1	أقسامها	Q22661177	ar
2	2	الإفتتاح	Q22661177	ar
3	1	انظر ايضاً	Q22661177	ar
3	2	الخدمات	Q22661177	ar
4	1	الفن المعاصر	Q22661177	ar
4	2	المنشأت	Q22661177	ar
0	1	تاريخ المكتبة	Q19835482	ar
0	2	التأسيس	Q19835482	ar
1	1	أهداف المكتبة	Q19835482	ar
1	2	المكتبة	Q19835482	ar
2	1	أقسامها	Q19835482	ar
2	2	الإفتتاح	Q19835482	ar
3	1	انظر ايضاً	Q19835482	ar
3	2	الخدمات	Q19835482	ar
4	1	الفن المعاصر	Q19835482	ar
4	2	المنشأت	Q19835482	ar
0	1	تاريخ المكتبة	Q2715061	ar
0	2	التأسيس	Q2715061	ar
1	1	أهداف المكتبة	Q2715061	ar
1	2	المكتبة	Q2715061	ar
2	1	أقسامها	Q2715061	ar
2	2	الإفتتاح	Q2715061	ar
3	1	انظر ايضاً	Q2715061	ar
3	2	الخدمات	Q2715061	ar
4	1	الفن المعاصر	Q2715061	ar
4	2	المنشأت	Q2715061	ar
0	1	تاريخ المكتبة	Q5972440	ar
0	2	التأسيس	Q5972440	ar
1	1	أهداف المكتبة	Q5972440	ar
1	2	المكتبة	Q5972440	ar
2	1	أقسامها	Q5972440	ar
2	2	الإفتتاح	Q5972440	ar
3	1	انظر ايضاً	Q5972440	ar
3	2	الخدمات	Q5972440	ar
4	1	الفن المعاصر	Q5972440	ar
4	2	المنشأت	Q5972440	ar
0	1	موقعه	Q1226166	ar
0	2	التأسيس	Q1226166	ar
1	1	المجموعة	Q1226166	ar
1	2	العمارة	Q1226166	ar
2	1	أهداف المتحف	Q1226166	ar
2	2	الهندسة المعمارية	Q1226166	ar
3	1	مجموعات المتحف	Q1226166	ar
3	2	معارض	Q1226166	ar
0	1	تاريخ المكتبة	Q22908627	ar
0	2	التأسيس	Q22908627	ar
1	1	أهداف المكتبة	Q22908627	ar
1	2	المكتبة	Q22908627	ar
2	1	أقسامها	Q22908627	ar
2	2	الإفتتاح	Q22908627	ar
3	1	انظر ايضاً	Q22908627	ar
3	2	الخدمات	Q22908627	ar
4	1	الفن المعاصر	Q22908627	ar
4	2	المنشأت	Q22908627	ar
0	1	تاريخ المكتبة	Q142667	ar
0	2	التأسيس	Q142667	ar
1	1	أهداف المكتبة	Q142667	ar
1	2	المكتبة	Q142667	ar
2	1	أقسامها	Q142667	ar
2	2	الإفتتاح	Q142667	ar
3	1	انظر ايضاً	Q142667	ar
3	2	الخدمات	Q142667	ar
4	1	الفن المعاصر	Q142667	ar
4	2	المنشأت	Q142667	ar
0	1	تاريخ المكتبة	Q17013516	ar
0	2	التأسيس	Q17013516	ar
1	1	أهداف المكتبة	Q17013516	ar
1	2	المكتبة	Q17013516	ar
2	1	أقسامها	Q17013516	ar
2	2	الإفتتاح	Q17013516	ar
3	1	انظر ايضاً	Q17013516	ar
3	2	الخدمات	Q17013516	ar
4	1	الفن المعاصر	Q17013516	ar
4	2	المنشأت	Q17013516	ar
0	1	تاريخ المكتبة	Q3912134	ar
0	2	التأسيس	Q3912134	ar
1	1	أهداف المكتبة	Q3912134	ar
1	2	المكتبة	Q3912134	ar
2	1	أقسامها	Q3912134	ar
2	2	الإفتتاح	Q3912134	ar
3	1	انظر ايضاً	Q3912134	ar
3	2	الخدمات	Q3912134	ar
4	1	الفن المعاصر	Q3912134	ar
4	2	المنشأت	Q3912134	ar
0	1	تاريخ المكتبة	Q18691678	ar
0	2	التأسيس	Q18691678	ar
1	1	أهداف المكتبة	Q18691678	ar
1	2	المكتبة	Q18691678	ar
2	1	أقسامها	Q18691678	ar
2	2	الإفتتاح	Q18691678	ar
3	1	انظر ايضاً	Q18691678	ar
3	2	الخدمات	Q18691678	ar
4	1	الفن المعاصر	Q18691678	ar
4	2	المنشأت	Q18691678	ar
0	1	تاريخ المكتبة	Q3519804	ar
0	2	التأسيس	Q3519804	ar
1	1	أهداف المكتبة	Q3519804	ar
1	2	المكتبة	Q3519804	ar
2	1	أقسامها	Q3519804	ar
2	2	الإفتتاح	Q3519804	ar
3	1	انظر ايضاً	Q3519804	ar
3	2	الخدمات	Q3519804	ar
4	1	الفن المعاصر	Q3519804	ar
4	2	المنشأت	Q3519804	ar
0	1	تاريخ المكتبة	Q27996491	ar
0	2	التأسيس	Q27996491	ar
1	1	أهداف المكتبة	Q27996491	ar
1	2	المكتبة	Q27996491	ar
2	1	أقسامها	Q27996491	ar
2	2	الإفتتاح	Q27996491	ar
3	1	انظر ايضاً	Q27996491	ar
3	2	الخدمات	Q27996491	ar
4	1	الفن المعاصر	Q27996491	ar
4	2	المنشأت	Q27996491	ar
0	1	تاريخ المكتبة	Q8063109	ar
0	2	التأسيس	Q8063109	ar
1	1	أهداف المكتبة	Q8063109	ar
1	2	المكتبة	Q8063109	ar
2	1	أقسامها	Q8063109	ar
2	2	الإفتتاح	Q8063109	ar
3	1	انظر ايضاً	Q8063109	ar
3	2	الخدمات	Q8063109	ar
4	1	الفن المعاصر	Q8063109	ar
4	2	المنشأت	Q8063109	ar
0	1	تاريخ المكتبة	Q901755	ar
0	2	التأسيس	Q901755	ar
1	1	أهداف المكتبة	Q901755	ar
1	2	المكتبة	Q901755	ar
2	1	أقسامها	Q901755	ar
2	2	الإفتتاح	Q901755	ar
3	1	انظر ايضاً	Q901755	ar
3	2	الخدمات	Q901755	ar
4	1	الفن المعاصر	Q901755	ar
4	2	المنشأت	Q901755	ar
0	1	تاريخ المكتبة	Q4848721	ar
0	2	التأسيس	Q4848721	ar
1	1	أهداف المكتبة	Q4848721	ar
1	2	المكتبة	Q4848721	ar
2	1	أقسامها	Q4848721	ar
2	2	الإفتتاح	Q4848721	ar
3	1	انظر ايضاً	Q4848721	ar
3	2	الخدمات	Q4848721	ar
4	1	الفن المعاصر	Q4848721	ar
4	2	المنشأت	Q4848721	ar
0	1	موقعه	Q1968666	ar
0	2	التأسيس	Q1968666	ar
1	1	المجموعة	Q1968666	ar
1	2	العمارة	Q1968666	ar
2	1	أهداف المتحف	Q1968666	ar
2	2	الهندسة المعمارية	Q1968666	ar
3	1	مجموعات المتحف	Q1968666	ar
3	2	معارض	Q1968666	ar
0	1	موقعه	Q809892	ar
0	2	التأسيس	Q809892	ar
1	1	المجموعة	Q809892	ar
1	2	العمارة	Q809892	ar
2	1	أهداف المتحف	Q809892	ar
2	2	الهندسة المعمارية	Q809892	ar
3	1	مجموعات المتحف	Q809892	ar
3	2	معارض	Q809892	ar
0	1	تاريخ المكتبة	Q3719374	ar
0	2	التأسيس	Q3719374	ar
1	1	أهداف المكتبة	Q3719374	ar
1	2	المكتبة	Q3719374	ar
2	1	أقسامها	Q3719374	ar
2	2	الإفتتاح	Q3719374	ar
3	1	انظر ايضاً	Q3719374	ar
3	2	الخدمات	Q3719374	ar
4	1	الفن المعاصر	Q3719374	ar
4	2	المنشأت	Q3719374	ar
0	1	موقعه	Q16665606	ar
0	2	التأسيس	Q16665606	ar
1	1	المجموعة	Q16665606	ar
1	2	العمارة	Q16665606	ar
2	1	أهداف المتحف	Q16665606	ar
2	2	الهندسة المعمارية	Q16665606	ar
3	1	مجموعات المتحف	Q16665606	ar
3	2	معارض	Q16665606	ar
0	1	موقعه	Q304418	ar
0	2	التأسيس	Q304418	ar
1	1	المجموعة	Q304418	ar
1	2	العمارة	Q304418	ar
2	1	أهداف المتحف	Q304418	ar
2	2	الهندسة المعمارية	Q304418	ar
3	1	مجموعات المتحف	Q304418	ar
3	2	معارض	Q304418	ar
0	1	موقعه	Q4201615	ar
0	2	التأسيس	Q4201615	ar
1	1	المجموعة	Q4201615	ar
1	2	العمارة	Q4201615	ar
2	1	أهداف المتحف	Q4201615	ar
2	2	الهندسة المعمارية	Q4201615	ar
3	1	مجموعات المتحف	Q4201615	ar
3	2	معارض	Q4201615	ar
0	1	موقعه	Q2684769	ar
0	2	التأسيس	Q2684769	ar
1	1	المجموعة	Q2684769	ar
1	2	العمارة	Q2684769	ar
2	1	أهداف المتحف	Q2684769	ar
2	2	الهندسة المعمارية	Q2684769	ar
3	1	مجموعات المتحف	Q2684769	ar
3	2	معارض	Q2684769	ar
0	1	موقعه	Q915603	ar
0	2	التأسيس	Q915603	ar
1	1	المجموعة	Q915603	ar
1	2	العمارة	Q915603	ar
2	1	أهداف المتحف	Q915603	ar
2	2	الهندسة المعمارية	Q915603	ar
3	1	مجموعات المتحف	Q915603	ar
3	2	معارض	Q915603	ar
0	1	موقعه	Q1955752	ar
0	2	التأسيس	Q1955752	ar
1	1	المجموعة	Q1955752	ar
1	2	العمارة	Q1955752	ar
2	1	أهداف المتحف	Q1955752	ar
2	2	الهندسة المعمارية	Q1955752	ar
3	1	مجموعات المتحف	Q1955752	ar
3	2	معارض	Q1955752	ar
0	1	موقعه	Q2719230	ar
0	2	التأسيس	Q2719230	ar
1	1	المجموعة	Q2719230	ar
1	2	العمارة	Q2719230	ar
2	1	أهداف المتحف	Q2719230	ar
2	2	الهندسة المعمارية	Q2719230	ar
3	1	مجموعات المتحف	Q2719230	ar
3	2	معارض	Q2719230	ar
0	1	موقعه	Q11881923	ar
0	2	التأسيس	Q11881923	ar
1	1	المجموعة	Q11881923	ar
1	2	العمارة	Q11881923	ar
2	1	أهداف المتحف	Q11881923	ar
2	2	الهندسة المعمارية	Q11881923	ar
3	1	مجموعات المتحف	Q11881923	ar
3	2	معارض	Q11881923	ar
0	1	موقعه	Q1665109	ar
0	2	التأسيس	Q1665109	ar
1	1	المجموعة	Q1665109	ar
1	2	العمارة	Q1665109	ar
2	1	أهداف المتحف	Q1665109	ar
2	2	الهندسة المعمارية	Q1665109	ar
3	1	مجموعات المتحف	Q1665109	ar
3	2	معارض	Q1665109	ar
0	1	موقعه	Q1624722	ar
0	2	التأسيس	Q1624722	ar
1	1	المجموعة	Q1624722	ar
1	2	العمارة	Q1624722	ar
2	1	أهداف المتحف	Q1624722	ar
2	2	الهندسة المعمارية	Q1624722	ar
3	1	مجموعات المتحف	Q1624722	ar
3	2	معارض	Q1624722	ar
0	1	موقعه	Q2973248	ar
0	2	التأسيس	Q2973248	ar
1	1	المجموعة	Q2973248	ar
1	2	العمارة	Q2973248	ar
2	1	أهداف المتحف	Q2973248	ar
2	2	الهندسة المعمارية	Q2973248	ar
3	1	مجموعات المتحف	Q2973248	ar
3	2	معارض	Q2973248	ar
0	1	تاريخ المكتبة	Q61604271	ar
0	2	التأسيس	Q61604271	ar
1	1	أهداف المكتبة	Q61604271	ar
1	2	المكتبة	Q61604271	ar
2	1	أقسامها	Q61604271	ar
2	2	الإفتتاح	Q61604271	ar
3	1	انظر ايضاً	Q61604271	ar
3	2	الخدمات	Q61604271	ar
4	1	الفن المعاصر	Q61604271	ar
4	2	المنشأت	Q61604271	ar
0	1	موقعه	Q58973805	ar
0	2	التأسيس	Q58973805	ar
1	1	المجموعة	Q58973805	ar
1	2	العمارة	Q58973805	ar
2	1	أهداف المتحف	Q58973805	ar
2	2	الهندسة المعمارية	Q58973805	ar
3	1	مجموعات المتحف	Q58973805	ar
3	2	معارض	Q58973805	ar
0	1	تاريخ المكتبة	Q948882	ar
0	2	التأسيس	Q948882	ar
1	1	أهداف المكتبة	Q948882	ar
1	2	المكتبة	Q948882	ar
2	1	أقسامها	Q948882	ar
2	2	الإفتتاح	Q948882	ar
3	1	انظر ايضاً	Q948882	ar
3	2	الخدمات	Q948882	ar
4	1	الفن المعاصر	Q948882	ar
4	2	المنشأت	Q948882	ar
0	1	تاريخ المكتبة	Q618340	ar
0	2	التأسيس	Q618340	ar
1	1	أهداف المكتبة	Q618340	ar
1	2	المكتبة	Q618340	ar
2	1	أقسامها	Q618340	ar
2	2	الإفتتاح	Q618340	ar
3	1	انظر ايضاً	Q618340	ar
3	2	الخدمات	Q618340	ar
4	1	الفن المعاصر	Q618340	ar
4	2	المنشأت	Q618340	ar
0	1	تاريخ المكتبة	Q675617	ar
0	2	التأسيس	Q675617	ar
1	1	أهداف المكتبة	Q675617	ar
1	2	المكتبة	Q675617	ar
2	1	أقسامها	Q675617	ar
2	2	الإفتتاح	Q675617	ar
3	1	انظر ايضاً	Q675617	ar
3	2	الخدمات	Q675617	ar
4	1	الفن المعاصر	Q675617	ar
4	2	المنشأت	Q675617	ar
0	1	تاريخ المكتبة	Q622012	ar
0	2	التأسيس	Q622012	ar
1	1	أهداف المكتبة	Q622012	ar
1	2	المكتبة	Q622012	ar
2	1	أقسامها	Q622012	ar
2	2	الإفتتاح	Q622012	ar
3	1	انظر ايضاً	Q622012	ar
3	2	الخدمات	Q622012	ar
4	1	الفن المعاصر	Q622012	ar
4	2	المنشأت	Q622012	ar
0	1	تاريخ المكتبة	Q495005	ar
0	2	التأسيس	Q495005	ar
1	1	أهداف المكتبة	Q495005	ar
1	2	المكتبة	Q495005	ar
2	1	أقسامها	Q495005	ar
2	2	الإفتتاح	Q495005	ar
3	1	انظر ايضاً	Q495005	ar
3	2	الخدمات	Q495005	ar
4	1	الفن المعاصر	Q495005	ar
4	2	المنشأت	Q495005	ar
0	1	تاريخ المكتبة	Q245966	ar
0	2	التأسيس	Q245966	ar
1	1	أهداف المكتبة	Q245966	ar
1	2	المكتبة	Q245966	ar
2	1	أقسامها	Q245966	ar
2	2	الإفتتاح	Q245966	ar
3	1	انظر ايضاً	Q245966	ar
3	2	الخدمات	Q245966	ar
4	1	الفن المعاصر	Q245966	ar
4	2	المنشأت	Q245966	ar
0	1	تاريخ المكتبة	Q201787	ar
0	2	التأسيس	Q201787	ar
1	1	أهداف المكتبة	Q201787	ar
1	2	المكتبة	Q201787	ar
2	1	أقسامها	Q201787	ar
2	2	الإفتتاح	Q201787	ar
3	1	انظر ايضاً	Q201787	ar
3	2	الخدمات	Q201787	ar
4	1	الفن المعاصر	Q201787	ar
4	2	المنشأت	Q201787	ar
0	1	تاريخ المكتبة	Q14563947	ar
0	2	التأسيس	Q14563947	ar
1	1	أهداف المكتبة	Q14563947	ar
1	2	المكتبة	Q14563947	ar
2	1	أقسامها	Q14563947	ar
2	2	الإفتتاح	Q14563947	ar
3	1	انظر ايضاً	Q14563947	ar
3	2	الخدمات	Q14563947	ar
4	1	الفن المعاصر	Q14563947	ar
4	2	المنشأت	Q14563947	ar
0	1	تاريخ المكتبة	Q16256913	ar
0	2	التأسيس	Q16256913	ar
1	1	أهداف المكتبة	Q16256913	ar
1	2	المكتبة	Q16256913	ar
2	1	أقسامها	Q16256913	ar
2	2	الإفتتاح	Q16256913	ar
3	1	انظر ايضاً	Q16256913	ar
3	2	الخدمات	Q16256913	ar
4	1	الفن المعاصر	Q16256913	ar
4	2	المنشأت	Q16256913	ar
0	1	تاريخ المكتبة	Q390375	ar
0	2	التأسيس	Q390375	ar
1	1	أهداف المكتبة	Q390375	ar
1	2	المكتبة	Q390375	ar
2	1	أقسامها	Q390375	ar
2	2	الإفتتاح	Q390375	ar
