order	rank	section	wd_q_id	lang
3	2	Nom de domini	Q865736	ca
0	1	Descripció	Q1439912	ca
0	2	Arquitectura	Q1439912	ca
1	1	Col·leccions	Q1439912	ca
1	2	Característiques	Q1439912	ca
2	1	Funcionament	Q1439912	ca
2	2	Projectes	Q1439912	ca
3	1	Laberintos	Q1439912	ca
3	2	Nom de domini	Q1439912	ca
0	1	Descripció	Q1400558	ca
0	2	Característiques	Q1400558	ca
1	1	Contingut	Q1400558	ca
1	2	Objectius	Q1400558	ca
2	1	Funcionament	Q1400558	ca
2	2	Biblioteca	Q1400558	ca
3	1	Publicacions	Q1400558	ca
3	2	Estructura	Q1400558	ca
0	1	Descripció	Q1421440	ca
0	2	Arquitectura	Q1421440	ca
1	1	Col·leccions	Q1421440	ca
1	2	Característiques	Q1421440	ca
2	1	Funcionament	Q1421440	ca
2	2	Projectes	Q1421440	ca
3	1	Laberintos	Q1421440	ca
3	2	Nom de domini	Q1421440	ca
0	1	Descripció	Q461277	ca
0	2	Arquitectura	Q461277	ca
1	1	Col·leccions	Q461277	ca
1	2	Característiques	Q461277	ca
2	1	Funcionament	Q461277	ca
2	2	Projectes	Q461277	ca
3	1	Laberintos	Q461277	ca
3	2	Nom de domini	Q461277	ca
0	1	Descripció	Q1572452	ca
0	2	Arquitectura	Q1572452	ca
1	1	Col·leccions	Q1572452	ca
1	2	Característiques	Q1572452	ca
2	1	Funcionament	Q1572452	ca
2	2	Projectes	Q1572452	ca
3	1	Laberintos	Q1572452	ca
3	2	Nom de domini	Q1572452	ca
0	1	Descripció	Q1416890	ca
0	2	Arquitectura	Q1416890	ca
1	1	Col·leccions	Q1416890	ca
1	2	Característiques	Q1416890	ca
2	1	Funcionament	Q1416890	ca
2	2	Projectes	Q1416890	ca
3	1	Laberintos	Q1416890	ca
3	2	Nom de domini	Q1416890	ca
0	1	Descripció	Q856483	ca
0	2	Característiques	Q856483	ca
1	1	Contingut	Q856483	ca
1	2	Objectius	Q856483	ca
2	1	Funcionament	Q856483	ca
2	2	Biblioteca	Q856483	ca
3	1	Publicacions	Q856483	ca
3	2	Estructura	Q856483	ca
0	1	Descripció	Q1756399	ca
0	2	Arquitectura	Q1756399	ca
1	1	Col·leccions	Q1756399	ca
1	2	Característiques	Q1756399	ca
2	1	Funcionament	Q1756399	ca
2	2	Projectes	Q1756399	ca
3	1	Laberintos	Q1756399	ca
3	2	Nom de domini	Q1756399	ca
0	1	Descripció	Q3639582	ca
0	2	Característiques	Q3639582	ca
1	1	Contingut	Q3639582	ca
1	2	Objectius	Q3639582	ca
2	1	Funcionament	Q3639582	ca
2	2	Biblioteca	Q3639582	ca
3	1	Publicacions	Q3639582	ca
3	2	Estructura	Q3639582	ca
0	1	Descripció	Q616676	ca
0	2	Arquitectura	Q616676	ca
1	1	Col·leccions	Q616676	ca
1	2	Característiques	Q616676	ca
2	1	Funcionament	Q616676	ca
2	2	Projectes	Q616676	ca
3	1	Laberintos	Q616676	ca
3	2	Nom de domini	Q616676	ca
0	1	Descripció	Q1760539	ca
0	2	Arquitectura	Q1760539	ca
1	1	Col·leccions	Q1760539	ca
1	2	Característiques	Q1760539	ca
2	1	Funcionament	Q1760539	ca
2	2	Projectes	Q1760539	ca
3	1	Laberintos	Q1760539	ca
3	2	Nom de domini	Q1760539	ca
0	1	Descripció	Q653002	ca
0	2	Arquitectura	Q653002	ca
1	1	Col·leccions	Q653002	ca
1	2	Característiques	Q653002	ca
2	1	Funcionament	Q653002	ca
2	2	Projectes	Q653002	ca
3	1	Laberintos	Q653002	ca
3	2	Nom de domini	Q653002	ca
0	1	Descripció	Q569079	ca
0	2	Arquitectura	Q569079	ca
1	1	Col·leccions	Q569079	ca
1	2	Característiques	Q569079	ca
2	1	Funcionament	Q569079	ca
2	2	Projectes	Q569079	ca
3	1	Laberintos	Q569079	ca
3	2	Nom de domini	Q569079	ca
0	1	Descripció	Q1895953	ca
0	2	Arquitectura	Q1895953	ca
1	1	Col·leccions	Q1895953	ca
1	2	Característiques	Q1895953	ca
2	1	Funcionament	Q1895953	ca
2	2	Projectes	Q1895953	ca
3	1	Laberintos	Q1895953	ca
3	2	Nom de domini	Q1895953	ca
0	1	Descripció	Q666331	ca
0	2	Característiques	Q666331	ca
1	1	Contingut	Q666331	ca
1	2	Objectius	Q666331	ca
2	1	Funcionament	Q666331	ca
2	2	Biblioteca	Q666331	ca
3	1	Publicacions	Q666331	ca
3	2	Estructura	Q666331	ca
0	1	Descripció	Q3867648	ca
0	2	Arquitectura	Q3867648	ca
1	1	Col·leccions	Q3867648	ca
1	2	Característiques	Q3867648	ca
2	1	Funcionament	Q3867648	ca
2	2	Projectes	Q3867648	ca
3	1	Laberintos	Q3867648	ca
3	2	Nom de domini	Q3867648	ca
0	1	Descripció	Q671384	ca
0	2	Arquitectura	Q671384	ca
1	1	Col·leccions	Q671384	ca
1	2	Característiques	Q671384	ca
2	1	Funcionament	Q671384	ca
2	2	Projectes	Q671384	ca
3	1	Laberintos	Q671384	ca
3	2	Nom de domini	Q671384	ca
0	1	Descripció	Q1546378	ca
0	2	Arquitectura	Q1546378	ca
1	1	Col·leccions	Q1546378	ca
1	2	Característiques	Q1546378	ca
2	1	Funcionament	Q1546378	ca
2	2	Projectes	Q1546378	ca
3	1	Laberintos	Q1546378	ca
3	2	Nom de domini	Q1546378	ca
0	1	Descripció	Q3330214	ca
0	2	Arquitectura	Q3330214	ca
1	1	Col·leccions	Q3330214	ca
1	2	Característiques	Q3330214	ca
2	1	Funcionament	Q3330214	ca
2	2	Projectes	Q3330214	ca
3	1	Laberintos	Q3330214	ca
3	2	Nom de domini	Q3330214	ca
0	1	Descripció	Q3330222	ca
0	2	Arquitectura	Q3330222	ca
1	1	Col·leccions	Q3330222	ca
1	2	Característiques	Q3330222	ca
2	1	Funcionament	Q3330222	ca
2	2	Projectes	Q3330222	ca
3	1	Laberintos	Q3330222	ca
3	2	Nom de domini	Q3330222	ca
0	1	Descripció	Q1976985	ca
0	2	Arquitectura	Q1976985	ca
1	1	Col·leccions	Q1976985	ca
1	2	Característiques	Q1976985	ca
2	1	Funcionament	Q1976985	ca
2	2	Projectes	Q1976985	ca
3	1	Laberintos	Q1976985	ca
3	2	Nom de domini	Q1976985	ca
0	1	Descripció	Q3330205	ca
0	2	Arquitectura	Q3330205	ca
1	1	Col·leccions	Q3330205	ca
1	2	Característiques	Q3330205	ca
2	1	Funcionament	Q3330205	ca
2	2	Projectes	Q3330205	ca
3	1	Laberintos	Q3330205	ca
3	2	Nom de domini	Q3330205	ca
0	1	Descripció	Q2034636	ca
0	2	Arquitectura	Q2034636	ca
1	1	Col·leccions	Q2034636	ca
1	2	Característiques	Q2034636	ca
2	1	Funcionament	Q2034636	ca
2	2	Projectes	Q2034636	ca
3	1	Laberintos	Q2034636	ca
3	2	Nom de domini	Q2034636	ca
0	1	Descripció	Q627423	ca
0	2	Arquitectura	Q627423	ca
1	1	Col·leccions	Q627423	ca
1	2	Característiques	Q627423	ca
2	1	Funcionament	Q627423	ca
2	2	Projectes	Q627423	ca
3	1	Laberintos	Q627423	ca
3	2	Nom de domini	Q627423	ca
0	1	Descripció	Q683389	ca
0	2	Arquitectura	Q683389	ca
1	1	Col·leccions	Q683389	ca
1	2	Característiques	Q683389	ca
2	1	Funcionament	Q683389	ca
2	2	Projectes	Q683389	ca
3	1	Laberintos	Q683389	ca
3	2	Nom de domini	Q683389	ca
0	1	Descripció	Q677561	ca
0	2	Arquitectura	Q677561	ca
1	1	Col·leccions	Q677561	ca
1	2	Característiques	Q677561	ca
2	1	Funcionament	Q677561	ca
2	2	Projectes	Q677561	ca
3	1	Laberintos	Q677561	ca
3	2	Nom de domini	Q677561	ca
0	1	Descripció	Q1068063	ca
0	2	Arquitectura	Q1068063	ca
1	1	Col·leccions	Q1068063	ca
1	2	Característiques	Q1068063	ca
2	1	Funcionament	Q1068063	ca
2	2	Projectes	Q1068063	ca
3	1	Laberintos	Q1068063	ca
3	2	Nom de domini	Q1068063	ca
0	1	Descripció	Q872896	ca
0	2	Característiques	Q872896	ca
1	1	Contingut	Q872896	ca
1	2	Objectius	Q872896	ca
2	1	Funcionament	Q872896	ca
2	2	Biblioteca	Q872896	ca
3	1	Publicacions	Q872896	ca
3	2	Estructura	Q872896	ca
0	1	Descripció	Q5408662	ca
0	2	Característiques	Q5408662	ca
1	1	Contingut	Q5408662	ca
1	2	Objectius	Q5408662	ca
2	1	Funcionament	Q5408662	ca
2	2	Biblioteca	Q5408662	ca
3	1	Publicacions	Q5408662	ca
3	2	Estructura	Q5408662	ca
0	1	Descripció	Q1967876	ca
0	2	Característiques	Q1967876	ca
1	1	Contingut	Q1967876	ca
1	2	Objectius	Q1967876	ca
2	1	Funcionament	Q1967876	ca
2	2	Biblioteca	Q1967876	ca
3	1	Publicacions	Q1967876	ca
3	2	Estructura	Q1967876	ca
0	1	Descripció	Q2947745	ca
0	2	Arquitectura	Q2947745	ca
1	1	Col·leccions	Q2947745	ca
1	2	Característiques	Q2947745	ca
2	1	Funcionament	Q2947745	ca
2	2	Projectes	Q2947745	ca
3	1	Laberintos	Q2947745	ca
3	2	Nom de domini	Q2947745	ca
0	1	Descripció	Q3075489	ca
0	2	Arquitectura	Q3075489	ca
1	1	Col·leccions	Q3075489	ca
1	2	Característiques	Q3075489	ca
2	1	Funcionament	Q3075489	ca
2	2	Projectes	Q3075489	ca
3	1	Laberintos	Q3075489	ca
3	2	Nom de domini	Q3075489	ca
0	1	Descripció	Q1183941	ca
0	2	Arquitectura	Q1183941	ca
1	1	Col·leccions	Q1183941	ca
1	2	Característiques	Q1183941	ca
2	1	Funcionament	Q1183941	ca
2	2	Projectes	Q1183941	ca
3	1	Laberintos	Q1183941	ca
3	2	Nom de domini	Q1183941	ca
0	1	Descripció	Q5728032	ca
0	2	Característiques	Q5728032	ca
1	1	Contingut	Q5728032	ca
1	2	Objectius	Q5728032	ca
2	1	Funcionament	Q5728032	ca
2	2	Biblioteca	Q5728032	ca
3	1	Publicacions	Q5728032	ca
3	2	Estructura	Q5728032	ca
0	1	Descripció	Q1132918	ca
0	2	Arquitectura	Q1132918	ca
1	1	Col·leccions	Q1132918	ca
1	2	Característiques	Q1132918	ca
2	1	Funcionament	Q1132918	ca
2	2	Projectes	Q1132918	ca
3	1	Laberintos	Q1132918	ca
3	2	Nom de domini	Q1132918	ca
0	1	Descripció	Q1167467	ca
0	2	Arquitectura	Q1167467	ca
1	1	Col·leccions	Q1167467	ca
1	2	Característiques	Q1167467	ca
2	1	Funcionament	Q1167467	ca
2	2	Projectes	Q1167467	ca
3	1	Laberintos	Q1167467	ca
3	2	Nom de domini	Q1167467	ca
0	1	Descripció	Q1117704	ca
0	2	Arquitectura	Q1117704	ca
1	1	Col·leccions	Q1117704	ca
1	2	Característiques	Q1117704	ca
2	1	Funcionament	Q1117704	ca
2	2	Projectes	Q1117704	ca
3	1	Laberintos	Q1117704	ca
3	2	Nom de domini	Q1117704	ca
0	1	Descripció	Q2997830	ca
0	2	Arquitectura	Q2997830	ca
1	1	Col·leccions	Q2997830	ca
1	2	Característiques	Q2997830	ca
2	1	Funcionament	Q2997830	ca
2	2	Projectes	Q2997830	ca
3	1	Laberintos	Q2997830	ca
3	2	Nom de domini	Q2997830	ca
0	1	Descripció	Q700959	ca
0	2	Arquitectura	Q700959	ca
1	1	Col·leccions	Q700959	ca
1	2	Característiques	Q700959	ca
2	1	Funcionament	Q700959	ca
2	2	Projectes	Q700959	ca
3	1	Laberintos	Q700959	ca
3	2	Nom de domini	Q700959	ca
0	1	Descripció	Q2977589	ca
0	2	Arquitectura	Q2977589	ca
1	1	Col·leccions	Q2977589	ca
1	2	Característiques	Q2977589	ca
2	1	Funcionament	Q2977589	ca
2	2	Projectes	Q2977589	ca
3	1	Laberintos	Q2977589	ca
3	2	Nom de domini	Q2977589	ca
0	1	Descripció	Q3094617	ca
0	2	Arquitectura	Q3094617	ca
1	1	Col·leccions	Q3094617	ca
1	2	Característiques	Q3094617	ca
2	1	Funcionament	Q3094617	ca
2	2	Projectes	Q3094617	ca
3	1	Laberintos	Q3094617	ca
3	2	Nom de domini	Q3094617	ca
0	1	Descripció	Q3663151	ca
0	2	Arquitectura	Q3663151	ca
1	1	Col·leccions	Q3663151	ca
1	2	Característiques	Q3663151	ca
2	1	Funcionament	Q3663151	ca
2	2	Projectes	Q3663151	ca
3	1	Laberintos	Q3663151	ca
3	2	Nom de domini	Q3663151	ca
0	1	Descripció	Q44724678	ca
0	2	Arquitectura	Q44724678	ca
1	1	Col·leccions	Q44724678	ca
1	2	Característiques	Q44724678	ca
2	1	Funcionament	Q44724678	ca
2	2	Projectes	Q44724678	ca
3	1	Laberintos	Q44724678	ca
3	2	Nom de domini	Q44724678	ca
0	1	Descripció	Q745866	ca
0	2	Arquitectura	Q745866	ca
1	1	Col·leccions	Q745866	ca
1	2	Característiques	Q745866	ca
2	1	Funcionament	Q745866	ca
2	2	Projectes	Q745866	ca
3	1	Laberintos	Q745866	ca
3	2	Nom de domini	Q745866	ca
0	1	Descripció	Q751172	ca
0	2	Arquitectura	Q751172	ca
1	1	Col·leccions	Q751172	ca
1	2	Característiques	Q751172	ca
2	1	Funcionament	Q751172	ca
2	2	Projectes	Q751172	ca
3	1	Laberintos	Q751172	ca
3	2	Nom de domini	Q751172	ca
0	1	Descripció	Q845468	ca
0	2	Arquitectura	Q845468	ca
1	1	Col·leccions	Q845468	ca
1	2	Característiques	Q845468	ca
2	1	Funcionament	Q845468	ca
2	2	Projectes	Q845468	ca
3	1	Laberintos	Q845468	ca
3	2	Nom de domini	Q845468	ca
0	1	Descripció	Q2496316	ca
0	2	Característiques	Q2496316	ca
1	1	Contingut	Q2496316	ca
1	2	Objectius	Q2496316	ca
2	1	Funcionament	Q2496316	ca
2	2	Biblioteca	Q2496316	ca
3	1	Publicacions	Q2496316	ca
3	2	Estructura	Q2496316	ca
0	1	Descripció	Q812285	ca
0	2	Arquitectura	Q812285	ca
1	1	Col·leccions	Q812285	ca
1	2	Característiques	Q812285	ca
2	1	Funcionament	Q812285	ca
2	2	Projectes	Q812285	ca
3	1	Laberintos	Q812285	ca
3	2	Nom de domini	Q812285	ca
0	1	Descripció	Q6352575	ca
0	2	Arquitectura	Q6352575	ca
1	1	Col·leccions	Q6352575	ca
1	2	Característiques	Q6352575	ca
2	1	Funcionament	Q6352575	ca
2	2	Projectes	Q6352575	ca
3	1	Laberintos	Q6352575	ca
3	2	Nom de domini	Q6352575	ca
0	1	Descripció	Q2057876	ca
0	2	Característiques	Q2057876	ca
1	1	Contingut	Q2057876	ca
1	2	Objectius	Q2057876	ca
2	1	Funcionament	Q2057876	ca
2	2	Biblioteca	Q2057876	ca
3	1	Publicacions	Q2057876	ca
3	2	Estructura	Q2057876	ca
0	1	Descripció	Q2310268	ca
0	2	Característiques	Q2310268	ca
1	1	Contingut	Q2310268	ca
1	2	Objectius	Q2310268	ca
2	1	Funcionament	Q2310268	ca
2	2	Biblioteca	Q2310268	ca
3	1	Publicacions	Q2310268	ca
3	2	Estructura	Q2310268	ca
0	1	Descripció	Q2007919	ca
0	2	Característiques	Q2007919	ca
1	1	Contingut	Q2007919	ca
1	2	Objectius	Q2007919	ca
2	1	Funcionament	Q2007919	ca
2	2	Biblioteca	Q2007919	ca
3	1	Publicacions	Q2007919	ca
3	2	Estructura	Q2007919	ca
0	1	Descripció	Q5114675	ca
0	2	Arquitectura	Q5114675	ca
1	1	Col·leccions	Q5114675	ca
1	2	Característiques	Q5114675	ca
2	1	Funcionament	Q5114675	ca
2	2	Projectes	Q5114675	ca
3	1	Laberintos	Q5114675	ca
3	2	Nom de domini	Q5114675	ca
0	1	Descripció	Q81180	ca
0	2	Arquitectura	Q81180	ca
1	1	Col·leccions	Q81180	ca
1	2	Característiques	Q81180	ca
2	1	Funcionament	Q81180	ca
2	2	Projectes	Q81180	ca
3	1	Laberintos	Q81180	ca
3	2	Nom de domini	Q81180	ca
0	1	Descripció	Q6940507	ca
0	2	Arquitectura	Q6940507	ca
1	1	Col·leccions	Q6940507	ca
1	2	Característiques	Q6940507	ca
2	1	Funcionament	Q6940507	ca
2	2	Projectes	Q6940507	ca
3	1	Laberintos	Q6940507	ca
3	2	Nom de domini	Q6940507	ca
0	1	Descripció	Q782783	ca
0	2	Arquitectura	Q782783	ca
1	1	Col·leccions	Q782783	ca
1	2	Característiques	Q782783	ca
2	1	Funcionament	Q782783	ca
2	2	Projectes	Q782783	ca
3	1	Laberintos	Q782783	ca
3	2	Nom de domini	Q782783	ca
0	1	Descripció	Q5935366	ca
0	2	Arquitectura	Q5935366	ca
1	1	Col·leccions	Q5935366	ca
1	2	Característiques	Q5935366	ca
2	1	Funcionament	Q5935366	ca
2	2	Projectes	Q5935366	ca
3	1	Laberintos	Q5935366	ca
3	2	Nom de domini	Q5935366	ca
0	1	Descripció	Q6088683	ca
0	2	Arquitectura	Q6088683	ca
1	1	Col·leccions	Q6088683	ca
1	2	Característiques	Q6088683	ca
2	1	Funcionament	Q6088683	ca
2	2	Projectes	Q6088683	ca
3	1	Laberintos	Q6088683	ca
3	2	Nom de domini	Q6088683	ca
0	1	Descripció	Q5161648	ca
0	2	Arquitectura	Q5161648	ca
1	1	Col·leccions	Q5161648	ca
1	2	Característiques	Q5161648	ca
2	1	Funcionament	Q5161648	ca
2	2	Projectes	Q5161648	ca
3	1	Laberintos	Q5161648	ca
3	2	Nom de domini	Q5161648	ca
0	1	Descripció	Q897468	ca
0	2	Arquitectura	Q897468	ca
1	1	Col·leccions	Q897468	ca
1	2	Característiques	Q897468	ca
2	1	Funcionament	Q897468	ca
2	2	Projectes	Q897468	ca
3	1	Laberintos	Q897468	ca
3	2	Nom de domini	Q897468	ca
0	1	Descripció	Q233098	ca
0	2	Arquitectura	Q233098	ca
1	1	Col·leccions	Q233098	ca
1	2	Característiques	Q233098	ca
2	1	Funcionament	Q233098	ca
2	2	Projectes	Q233098	ca
3	1	Laberintos	Q233098	ca
3	2	Nom de domini	Q233098	ca
0	1	Descripció	Q11795583	ca
0	2	Arquitectura	Q11795583	ca
1	1	Col·leccions	Q11795583	ca
1	2	Característiques	Q11795583	ca
2	1	Funcionament	Q11795583	ca
2	2	Projectes	Q11795583	ca
3	1	Laberintos	Q11795583	ca
3	2	Nom de domini	Q11795583	ca
0	1	Descripció	Q12110695	ca
0	2	Arquitectura	Q12110695	ca
1	1	Col·leccions	Q12110695	ca
1	2	Característiques	Q12110695	ca
2	1	Funcionament	Q12110695	ca
2	2	Projectes	Q12110695	ca
3	1	Laberintos	Q12110695	ca
3	2	Nom de domini	Q12110695	ca
0	1	Descripció	Q5148987	ca
0	2	Arquitectura	Q5148987	ca
1	1	Col·leccions	Q5148987	ca
1	2	Característiques	Q5148987	ca
2	1	Funcionament	Q5148987	ca
2	2	Projectes	Q5148987	ca
3	1	Laberintos	Q5148987	ca
3	2	Nom de domini	Q5148987	ca
0	1	Descripció	Q10886452	ca
0	2	Arquitectura	Q10886452	ca
1	1	Col·leccions	Q10886452	ca
1	2	Característiques	Q10886452	ca
2	1	Funcionament	Q10886452	ca
2	2	Projectes	Q10886452	ca
3	1	Laberintos	Q10886452	ca
3	2	Nom de domini	Q10886452	ca
0	1	Descripció	Q758657	ca
0	2	Arquitectura	Q758657	ca
1	1	Col·leccions	Q758657	ca
1	2	Característiques	Q758657	ca
2	1	Funcionament	Q758657	ca
2	2	Projectes	Q758657	ca
3	1	Laberintos	Q758657	ca
3	2	Nom de domini	Q758657	ca
0	1	Descripció	Q59832274	ca
0	2	Característiques	Q59832274	ca
1	1	Contingut	Q59832274	ca
1	2	Objectius	Q59832274	ca
2	1	Funcionament	Q59832274	ca
2	2	Biblioteca	Q59832274	ca
3	1	Publicacions	Q59832274	ca
3	2	Estructura	Q59832274	ca
0	1	Descripció	Q1093313	ca
0	2	Arquitectura	Q1093313	ca
1	1	Col·leccions	Q1093313	ca
1	2	Característiques	Q1093313	ca
2	1	Funcionament	Q1093313	ca
2	2	Projectes	Q1093313	ca
3	1	Laberintos	Q1093313	ca
3	2	Nom de domini	Q1093313	ca
0	1	Descripció	Q525981	ca
0	2	Característiques	Q525981	ca
1	1	Contingut	Q525981	ca
1	2	Objectius	Q525981	ca
2	1	Funcionament	Q525981	ca
2	2	Biblioteca	Q525981	ca
3	1	Publicacions	Q525981	ca
3	2	Estructura	Q525981	ca
